iteration_no,link_id,vdf_type,from_node_id,to_node_id,length_meter,vdf_length_mi,vehicle_volume,person_volume,ref_vhc_olume,base_demand_volume,obs_volume,background_volume,link_capacity,lane_capacity,D,doc,vdf_fftt,travel_time,vdf_distance_factor,vdf_alpha,vdf_beta,vdf_plf,speed_mph,speed_kmph,VMT,VHT,PMT,PHT,VHT_QVDF,PHT_QVDF,geometry,mod_vol_auto,obs_vol_auto,P,t0,t2,t3,vt2_mph,vt2_kmph,mu,Q_gamma,free_speed_mph,cutoff_speed_mph,free_speed_kmph,cutoff_speed_kmph,congestion_ref_speed_mph,avg_queue_speed_mph,avg_QVDF_period_speed_mph,congestion_ref_speed_kmph,avg_queue_speed_kmph,avg_QVDF_period_speed_kmph,avg_QVDF_period_travel_time,Severe_Congestion_P,spd_mph_14:00,spd_mph_14:05,spd_mph_14:10,spd_mph_14:15,spd_mph_14:20,spd_mph_14:25,spd_mph_14:30,spd_mph_14:35,spd_mph_14:40,spd_mph_14:45,spd_mph_14:50,spd_mph_14:55,spd_mph_15:00,spd_mph_15:05,spd_mph_15:10,spd_mph_15:15,spd_mph_15:20,spd_mph_15:25,spd_mph_15:30,spd_mph_15:35,spd_mph_15:40,spd_mph_15:45,spd_mph_15:50,spd_mph_15:55,spd_mph_16:00,spd_mph_16:05,spd_mph_16:10,spd_mph_16:15,spd_mph_16:20,spd_mph_16:25,spd_mph_16:30,spd_mph_16:35,spd_mph_16:40,spd_mph_16:45,spd_mph_16:50,spd_mph_16:55,spd_mph_17:00,spd_mph_17:05,spd_mph_17:10,spd_mph_17:15,spd_mph_17:20,spd_mph_17:25,spd_mph_17:30,spd_mph_17:35,spd_mph_17:40,spd_mph_17:45,spd_mph_17:50,spd_mph_17:55,
10,21,0,3412,3416,257.4400,0.1600,18478.4900,18478.4900,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,21436.7633,0.2144,0.1500,0.1500,0.0000,0.1500,4.0000,0.2155,63.9797,102.9434,2956.558400,46.210859,2956.558400,46.210859,54.393213,54.393213,"LINESTRING (-112.110638 33.467828, -112.1124714 33.472198)",18478.490000,-1.000000,0.214370,15.892815,16.000000,16.107185,41.926621,67.459933,99999.000000,2405552.376489,55.935364,41.951523,90.000000,67.500000,52.937651,52.920887,54.355282,85.176680,85.149707,87.457648,0.176616,0.000000,55.935,55.803,55.671,55.539,55.407,55.275,55.143,55.012,54.880,54.748,54.616,54.484,54.352,54.220,54.088,53.956,53.824,53.692,53.560,53.428,53.296,53.164,53.032,50.848,41.927,50.848,53.032,53.164,53.296,53.428,53.560,53.692,53.824,53.956,54.088,54.220,54.352,54.484,54.616,54.748,54.880,55.012,55.143,55.275,55.407,55.539,55.671,55.803,
10,22,0,3413,3417,257.4400,0.1600,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,4.0000,0.2155,64.0000,102.9760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.110717 33.467419, -112.1124594 33.4713908)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.171627,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,23,0,3414,674,176.9900,0.1100,37.3333,37.3333,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,43.3101,0.0004,0.1200,0.1200,0.0000,0.1500,4.0000,0.2155,55.0000,88.4950,4.106667,0.074667,4.106667,0.074667,0.073422,0.073422,"LINESTRING (-112.112194 33.5203264, -112.1103388 33.5204706)",37.333336,-1.000000,0.000433,15.999783,16.000000,16.000217,41.951523,67.500000,4331.013457,5162236016775736.000000,55.935364,41.951523,90.000000,67.500000,55.929307,55.929307,55.932335,89.990255,89.990255,89.995127,0.118000,0.000000,55.935,55.935,55.935,55.935,55.934,55.934,55.934,55.934,55.933,55.933,55.933,55.933,55.932,55.932,55.932,55.932,55.931,55.931,55.931,55.931,55.930,55.930,55.930,55.930,41.952,55.930,55.930,55.930,55.930,55.931,55.931,55.931,55.931,55.932,55.932,55.932,55.932,55.933,55.933,55.933,55.933,55.934,55.934,55.934,55.934,55.935,55.935,55.935,
10,24,0,3414,3410,257.4400,0.1600,18478.4900,18478.4900,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,21436.7633,0.2144,0.1500,0.1500,0.0000,0.1500,4.0000,0.2155,63.9797,102.9434,2956.558400,46.210859,2956.558400,46.210859,54.393213,54.393213,"LINESTRING (-112.112194 33.5203264, -112.112185 33.522349)",18478.490000,-1.000000,0.214370,15.892815,16.000000,16.107185,41.926621,67.459933,99999.000000,2405552.376489,55.935364,41.951523,90.000000,67.500000,52.937651,52.920887,54.355282,85.176680,85.149707,87.457648,0.176616,0.000000,55.935,55.803,55.671,55.539,55.407,55.275,55.143,55.012,54.880,54.748,54.616,54.484,54.352,54.220,54.088,53.956,53.824,53.692,53.560,53.428,53.296,53.164,53.032,50.848,41.927,50.848,53.032,53.164,53.296,53.428,53.560,53.692,53.824,53.956,54.088,54.220,54.352,54.484,54.616,54.748,54.880,55.012,55.143,55.275,55.407,55.539,55.671,55.803,
10,25,0,3415,674,193.0800,0.1200,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.1300,0.1300,0.0000,0.1500,4.0000,0.2155,55.3846,89.1138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.1124213 33.5203305, -112.1103388 33.5204706)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.128720,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,26,0,3415,3436,740.1400,0.4600,21535.0267,21535.0267,21396.3600,0.0000,-1.0000,0.0000,5400.0000,1800.0000,8327.5432,4.6264,0.4200,0.7763,0.0000,0.1500,4.0000,0.2155,35.5526,57.2042,9906.112265,278.632436,9906.112265,278.632436,14110.810313,14110.810313,"LINESTRING (-112.1124213 33.5203305, -112.112487 33.5136659)",21535.026664,-1.000000,4.626413,13.686794,16.000000,18.313206,0.376935,0.606489,1800.000000,304.514730,65.257927,48.943445,105.000004,78.750003,48.943445,0.702023,0.702023,78.750003,1.129555,1.129555,39.314956,4.083333,5.313,3.583,2.601,1.992,1.589,1.309,1.106,0.954,0.837,0.746,0.674,0.615,0.568,0.529,0.497,0.470,0.448,0.429,0.414,0.402,0.393,0.386,0.381,0.378,0.377,0.378,0.381,0.386,0.393,0.402,0.414,0.429,0.448,0.470,0.497,0.529,0.568,0.615,0.674,0.746,0.837,0.954,1.106,1.309,1.589,1.992,2.601,3.583,
10,27,0,3415,1075,176.9900,0.1100,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.1200,0.1200,0.0000,0.1500,4.0000,0.2155,55.0000,88.4950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.1124213 33.5203305, -112.11464643522936 33.52042827269397)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.117993,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,28,0,3415,3411,257.4400,0.1600,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,4.0000,0.2155,64.0000,102.9760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.1124213 33.5203305, -112.112385 33.522129)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.171627,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,29,0,3416,750,386.1600,0.2400,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.2600,0.2600,0.0000,0.1500,4.0000,0.2155,55.3846,89.1138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.1124714 33.472198, -112.1140853 33.46891368)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.257440,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,30,0,3416,3448,225.2600,0.1400,18604.8233,18604.8233,16584.5100,0.0000,-1.0000,0.0000,7200.0000,1800.0000,5395.8304,2.9977,0.1300,0.1362,0.0000,0.1500,4.0000,0.2155,61.6963,99.2693,2604.675266,42.217720,2604.675266,42.217720,152.271143,152.271143,"LINESTRING (-112.1124714 33.472198, -112.1126087 33.4726941, -112.1127129 33.4731201, -112.1127869 33.4734747, -112.1128492 33.4738163, -112.1129056 33.4741848)",18604.823328,-1.000000,2.997684,14.501158,16.000000,17.498842,2.064169,3.321248,1800.000000,92.678396,65.257927,48.943445,105.000004,78.750003,48.943445,3.732574,17.105508,78.750003,6.005712,27.522762,0.491070,2.750000,65.258,62.545,59.832,57.120,54.407,51.694,48.981,38.897,24.610,15.760,10.809,7.919,6.124,4.944,4.134,3.556,3.135,2.821,2.584,2.407,2.274,2.179,2.114,2.076,2.064,2.076,2.114,2.179,2.274,2.407,2.584,2.821,3.135,3.556,4.134,4.944,6.124,7.919,10.809,15.760,24.610,38.897,48.981,51.694,54.407,57.120,59.832,62.545,
10,31,0,3416,826,740.1400,0.4600,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.5000,0.5000,0.0000,0.1500,4.0000,0.2155,55.2000,88.8168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.1124714 33.472198, -112.1067075 33.46753849)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.493427,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,32,0,3416,3412,257.4400,0.1600,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,4.0000,0.2155,64.0000,102.9760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.1124714 33.472198, -112.110638 33.467828)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.171627,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,33,0,3417,750,305.7100,0.1900,68.0000,68.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,78.8863,0.0008,0.2100,0.2100,0.0000,0.1500,4.0000,0.2155,54.2857,87.3457,12.920000,0.238000,12.920000,0.238000,0.231004,0.231004,"LINESTRING (-112.1124594 33.4713908, -112.1140853 33.46891368)",68.000000,-1.000000,0.000789,15.999606,16.000000,16.000394,41.951523,67.500000,7888.631090,1475184913934240.750000,55.935364,41.951523,90.000000,67.500000,55.924332,55.924332,55.929847,89.982251,89.982251,89.991124,0.203827,0.000000,55.935,55.935,55.934,55.934,55.934,55.933,55.933,55.932,55.932,55.931,55.931,55.930,55.930,55.929,55.929,55.928,55.928,55.928,55.927,55.927,55.926,55.926,55.925,55.925,41.952,55.925,55.925,55.926,55.926,55.927,55.927,55.928,55.928,55.928,55.929,55.929,55.930,55.930,55.931,55.931,55.932,55.932,55.933,55.933,55.934,55.934,55.934,55.935,
10,34,0,3417,3413,257.4400,0.1600,21396.3600,21396.3600,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,24821.7633,0.2482,0.1500,0.1501,0.0000,0.1500,4.0000,0.2155,63.9636,102.9174,3423.417600,53.521359,3423.417600,53.521359,63.290813,63.290813,"LINESTRING (-112.1124594 33.4713908, -112.110717 33.467419)",21396.360000,-1.000000,0.248220,15.875890,16.000000,16.124110,41.906780,67.428009,99999.000000,1295272.781083,55.935364,41.951523,90.000000,67.500000,52.464293,52.434435,54.090277,84.415048,84.367007,87.031256,0.177481,0.000000,55.935,55.781,55.627,55.473,55.319,55.164,55.010,54.856,54.702,54.548,54.393,54.239,54.085,53.931,53.777,53.622,53.468,53.314,53.160,53.006,52.851,52.697,52.543,48.760,41.907,48.760,52.543,52.697,52.851,53.006,53.160,53.314,53.468,53.622,53.777,53.931,54.085,54.239,54.393,54.548,54.702,54.856,55.010,55.164,55.319,55.473,55.627,55.781,
10,35,0,3418,1836,547.0600,0.3400,58.6667,58.6667,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,68.0588,0.0007,0.3600,0.3600,0.0000,0.1500,4.0000,0.2155,56.6667,91.1767,19.946667,0.352000,19.946667,0.352000,0.356632,0.356632,"LINESTRING (-112.113639 33.4806374, -112.1093666 33.48401431)",58.666668,-1.000000,0.000681,15.999660,16.000000,16.000340,41.951523,67.500000,6805.877958,4111114266916331.500000,55.935364,41.951523,90.000000,67.500000,55.925846,55.925846,55.930604,89.984687,89.984687,89.992342,0.364738,0.000000,55.935,55.935,55.935,55.934,55.934,55.933,55.933,55.933,55.932,55.932,55.931,55.931,55.931,55.930,55.930,55.929,55.929,55.929,55.928,55.928,55.927,55.927,55.927,55.926,41.952,55.926,55.927,55.927,55.927,55.928,55.928,55.929,55.929,55.929,55.930,55.930,55.931,55.931,55.931,55.932,55.932,55.933,55.933,55.933,55.934,55.934,55.935,55.935,
10,36,0,3419,1836,482.7000,0.3000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.3200,0.3200,0.0000,0.1500,4.0000,0.2155,56.2500,90.5062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.112607 33.4806647, -112.1093666 33.48401431)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.321800,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,37,0,3419,3432,144.8100,0.0900,37.3333,37.3333,0.0000,0.0000,-1.0000,0.0000,4200.0000,1400.0000,14.4367,0.0103,0.1300,0.1300,0.0000,0.1500,4.0000,0.2155,41.5385,66.8354,3.360000,0.080889,3.360000,0.080889,0.075184,0.075184,"LINESTRING (-112.112607 33.4806647, -112.1126096 33.4807548, -112.11264 33.4810658, -112.1126594 33.4812864, -112.1127014 33.4817316, -112.112719 33.481918)",37.333328,-1.000000,0.010312,15.994844,16.000000,16.005156,33.561218,54.000000,1400.000000,5271225558.291891,44.748291,33.561218,72.000000,54.000000,44.632931,44.632931,44.690462,71.814385,71.814385,71.906954,0.120831,0.000000,44.748,44.743,44.739,44.734,44.729,44.724,44.719,44.715,44.710,44.705,44.700,44.695,44.690,44.686,44.681,44.676,44.671,44.666,44.662,44.657,44.652,44.647,44.642,44.637,33.561,44.637,44.642,44.647,44.652,44.657,44.662,44.666,44.671,44.676,44.681,44.686,44.690,44.695,44.700,44.705,44.710,44.715,44.719,44.724,44.729,44.734,44.739,44.743,
10,38,0,3420,675,466.6100,0.2900,185.0000,185.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,214.6172,0.0021,0.3100,0.3100,0.0000,0.1500,4.0000,0.2155,56.1290,90.3116,53.649998,0.955833,53.649998,0.955833,0.959400,0.959400,"LINESTRING (-112.111895 33.5094537, -112.1094565 33.50585793)",184.999992,-1.000000,0.002146,15.998927,16.000000,16.001073,41.951523,67.500000,21461.716009,111701639659822.984375,55.935364,41.951523,90.000000,67.500000,55.905352,55.905352,55.920350,89.951711,89.951711,89.975843,0.311157,0.000000,55.935,55.934,55.933,55.932,55.930,55.929,55.928,55.927,55.925,55.924,55.923,55.922,55.920,55.919,55.918,55.917,55.915,55.914,55.913,55.912,55.910,55.909,55.908,55.907,41.952,55.907,55.908,55.909,55.910,55.912,55.913,55.914,55.915,55.917,55.918,55.919,55.920,55.922,55.923,55.924,55.925,55.927,55.928,55.929,55.930,55.932,55.933,55.934,
10,39,0,3421,3409,434.4300,0.2700,38.6667,38.6667,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,44.8569,0.0004,0.2900,0.2900,0.0000,0.1500,4.0000,0.2155,55.8621,89.8821,10.439999,0.186889,10.439999,0.186889,0.186654,0.186654,"LINESTRING (-112.1129176 33.5095744, -112.1146981 33.51315275)",38.666664,-1.000000,0.000449,15.999776,16.000000,16.000224,41.951523,67.500000,4485.691879,11404708195852822.000000,55.935364,41.951523,90.000000,67.500000,55.929091,55.929091,55.932227,89.989907,89.989907,89.994953,0.289636,0.000000,55.935,55.935,55.935,55.935,55.934,55.934,55.934,55.934,55.933,55.933,55.933,55.932,55.932,55.932,55.932,55.931,55.931,55.931,55.931,55.930,55.930,55.930,55.930,55.929,41.952,55.929,55.930,55.930,55.930,55.930,55.931,55.931,55.931,55.931,55.932,55.932,55.932,55.932,55.933,55.933,55.933,55.934,55.934,55.934,55.934,55.935,55.935,55.935,
10,40,0,3422,1836,498.7900,0.3100,44.0000,44.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,51.0441,0.0005,0.3300,0.3300,0.0000,0.1500,4.0000,0.2155,56.3636,90.6891,13.640000,0.242000,13.640000,0.242000,0.243868,0.243868,"LINESTRING (-112.112602 33.4805078, -112.1093666 33.48401431)",44.000000,-1.000000,0.000510,15.999745,16.000000,16.000255,41.951523,67.500000,5104.408353,8886157908988034.000000,55.935364,41.951523,90.000000,67.500000,55.928226,55.928226,55.931794,89.988515,89.988515,89.994257,0.332548,0.000000,55.935,55.935,55.935,55.934,55.934,55.934,55.934,55.933,55.933,55.933,55.932,55.932,55.932,55.931,55.931,55.931,55.931,55.930,55.930,55.930,55.929,55.929,55.929,55.929,41.952,55.929,55.929,55.929,55.929,55.930,55.930,55.930,55.931,55.931,55.931,55.931,55.932,55.932,55.932,55.933,55.933,55.933,55.934,55.934,55.934,55.934,55.935,55.935,
10,41,0,3423,1836,563.1500,0.3500,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.3700,0.3700,0.0000,0.1500,4.0000,0.2155,56.7568,91.3216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.113648 33.4804871, -112.1093666 33.48401431)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.375433,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,42,0,3423,3450,402.2500,0.2500,17.3333,17.3333,0.0000,0.0000,-1.0000,0.0000,4200.0000,1400.0000,6.7028,0.0048,0.3800,0.3800,0.0000,0.1500,4.0000,0.2155,39.4737,63.5132,4.333333,0.109778,4.333333,0.109778,0.096896,0.096896,"LINESTRING (-112.113648 33.4804871, -112.1136561 33.4803681, -112.113662 33.4801076, -112.1136403 33.4794916, -112.1135853 33.4791114, -112.1135489 33.4786598, -112.1135366 33.4781133, -112.1135284 33.477427, -112.113514 33.4768519)",17.333332,-1.000000,0.004788,15.997606,16.000000,16.002394,33.561218,54.000000,670.275793,151498970467.970367,44.748291,33.561218,72.000000,54.000000,44.694731,44.694731,44.721479,71.913822,71.913822,71.956860,0.335409,0.000000,44.748,44.746,44.744,44.742,44.739,44.737,44.735,44.733,44.730,44.728,44.726,44.724,44.721,44.719,44.717,44.715,44.713,44.710,44.708,44.706,44.704,44.701,44.699,44.697,33.561,44.697,44.699,44.701,44.704,44.706,44.708,44.710,44.713,44.715,44.717,44.719,44.721,44.724,44.726,44.728,44.730,44.733,44.735,44.737,44.739,44.742,44.744,44.746,
10,43,0,3424,1827,418.3400,0.2600,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.2800,0.2800,0.0000,0.1500,4.0000,0.2155,55.7143,89.6443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.112604 33.4951203, -112.1107176 33.49861175)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.278893,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
10,44,0,3424,3464,32.1800,0.0200,104.0000,104.0000,0.0000,0.0000,-1.0000,0.0000,4200.0000,1400.0000,40.2165,0.0287,0.0300,0.0300,0.0000,0.1500,4.0000,0.2155,20.0000,32.1800,2.080000,0.052000,2.080000,0.052000,0.046651,0.046651,"LINESTRING (-112.112604 33.4951203, -112.112604 33.4952416, -112.1126028 33.4954211)",103.999996,-1.000000,0.028726,15.985637,16.000000,16.014363,33.561212,53.999990,1400.000000,19178093.761356,44.748291,33.561218,72.000000,54.000000,44.426930,44.426925,44.586457,71.482930,71.482923,71.739609,0.026914,0.000000,44.748,44.735,44.721,44.708,44.694,44.681,44.667,44.654,44.640,44.627,44.613,44.600,44.586,44.573,44.559,44.546,44.533,44.519,44.506,44.492,44.479,44.465,44.452,44.438,33.561,44.438,44.452,44.465,44.479,44.492,44.506,44.519,44.533,44.546,44.559,44.573,44.586,44.600,44.613,44.627,44.640,44.654,44.667,44.681,44.694,44.708,44.721,44.735,
10,45,0,3425,1827,466.6100,0.2900,66.6667,66.6667,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,77.3395,0.0008,0.3100,0.3100,0.0000,0.1500,4.0000,0.2155,56.1290,90.3116,19.333334,0.344444,19.333334,0.344444,0.345670,0.345670,"LINESTRING (-112.113489 33.4951089, -112.1107176 33.49861175)",66.666668,-1.000000,0.000773,15.999613,16.000000,16.000387,41.951523,67.500000,7733.952204,2389441442089510.500000,55.935364,41.951523,90.000000,67.500000,55.924549,55.924549,55.929955,89.982599,89.982599,89.991298,0.311103,0.000000,55.935,55.935,55.934,55.934,55.934,55.933,55.933,55.932,55.932,55.931,55.931,55.930,55.930,55.930,55.929,55.929,55.928,55.928,55.927,55.927,55.926,55.926,55.925,55.925,41.952,55.925,55.925,55.926,55.926,55.927,55.927,55.928,55.928,55.929,55.929,55.930,55.930,55.930,55.931,55.931,55.932,55.932,55.933,55.933,55.934,55.934,55.934,55.935,
10,46,0,3426,1827,482.7000,0.3000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.3300,0.3300,0.0000,0.1500,4.0000,0.2155,54.5455,87.7636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-112.113472 33.4948661, -112.1107176 33.49861175)",0.000000,-1.000000,0.000000,16.000000,16.000000,16.000000,41.951523,67.500000,0.000000,nan,55.935364,41.951523,90.000000,67.500000,55.935364,55.935364,55.935364,90.000000,90.000000,90.000000,0.321800,0.000000,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,nan,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,55.935,
